REALCURRENTTIME;CORE_TEMP;CORE_IODINE_CUMULATIVE;CORE_XENON_CUMULATIVE;RODS_POS_ACTUAL;ROD_BANK_POS_0_ORDERED
477000;351.3176;9.152197;0;75.8907;75.8907
478000;351.3176;9.152197;0;75.8907;75.8907
479000;351.3176;9.152197;0;75.8907;75.8907
480001;351.3176;9.306417;0;75.8907;75.8907
481000;351.3175;9.306417;0;75.8907;75.8907
482000;351.3174;9.306417;0;75.8907;75.8907
483000;351.3174;9.306417;0;75.8907;75.8907
484000;351.3174;9.306417;0;75.8907;75.8907
485000;351.3174;9.306417;0;75.8907;76.0186
486000;351.3174;9.306417;0;76.0186;76.0186
487000;351.3174;9.306417;0;76.0186;76.0186
488000;351.3174;9.306417;0;76.0186;76.0186
489000;351.3174;9.306417;0;76.0186;76.0186
490000;351.3174;9.459339;0;76.0186;76.0186
491000;351.3174;9.459339;0;76.0186;76.0186
492000;351.3174;9.459339;0;76.0186;76.0186
493000;351.3174;9.459339;0;76.0186;76.0186
494000;351.3174;9.459339;0;76.0186;76.0186
495000;351.3174;9.459339;0;76.0186;76.1472
496000;351.3174;9.459339;0;76.1472;76.1472
497000;351.3173;9.459339;0;76.1472;76.1472
498000;351.3172;9.459339;0;76.1472;76.1472
499000;351.3171;9.459339;0;76.1472;76.1472
500000;351.3171;9.610977;0;76.1472;76.1472
501000;351.3171;9.610977;0;76.1472;76.1472
502000;351.3171;9.610977;0;76.1472;76.1472
503000;351.3171;9.610977;0;76.1472;76.1472
504000;351.3171;9.610977;0;76.1472;76.1472
505000;351.3171;9.610977;0;76.21165;76.2761
506001;351.3171;9.610977;0;76.2761;76.2761
507000;351.3171;9.610977;0;76.2761;76.2761
508000;351.3171;9.610977;0;76.2761;76.2761
509000;351.3171;9.610977;0;76.2761;76.2761
510000;351.3171;9.761313;0;76.2761;76.2761
511000;351.3171;9.761313;0;76.2761;76.2761
512000;351.3171;9.761313;0;76.2761;76.2761
513000;351.3171;9.761313;0;76.2761;76.2761
514000;351.3171;9.761313;0;76.2761;76.2761
515000;351.3171;9.761313;0;76.2761;76.4059
516000;351.3171;9.761313;0;76.4059;76.4059
517000;351.3171;9.761313;0;76.4059;76.4059
518000;351.317;9.761313;0;76.4059;76.4059
519000;351.3169;9.761313;0;76.4059;76.4059
520000;351.3168;9.910362;0;76.4059;76.4059
521001;351.3167;9.910362;0;76.4059;76.4059
522000;351.3167;9.910362;0;76.4059;76.4059
523000;351.3167;9.910362;0;76.4059;76.4059
524000;351.1968;9.910362;0;76.4059;76.4059
525000;351.3167;9.910362;0;76.51965;76.5359
526000;351.3167;9.910362;0;76.51965;76.5359
527001;351.3167;9.910362;0;76.5359;76.5359
528000;351.3167;9.910362;0;76.5359;76.5359
529000;351.3167;9.910362;0;76.5359;76.5359
530000;351.3167;10.05811;0;76.5359;76.5359
531000;351.3167;10.05811;0;76.5359;76.5359
532000;351.3167;10.05811;0;76.5359;76.5359
533000;351.3167;10.05811;0;76.5359;76.5359
534000;351.3167;10.05811;0;76.5359;76.5359
535000;351.3167;10.05811;0;76.5359;76.6668
536000;351.3167;10.05811;0;76.6668;76.6668
537000;351.3167;10.05811;0;76.6668;76.6668
538000;351.3166;10.05811;0;76.6668;76.6668
539001;351.3165;10.05811;0;76.6668;76.6668
540001;351.3165;10.20426;0;76.6668;76.6668
541000;351.3163;10.20426;0;76.6668;76.6668
542000;351.3162;10.20426;0;76.6668;76.6668
543000;351.3161;10.20426;0;76.6668;76.6668
544000;351.146;10.20426;0;76.6668;76.6668
545000;351.1461;10.20426;0;76.6668;76.7976
546000;351.316;10.20426;0;76.7976;76.7976
547000;351.316;10.20426;0;76.7976;76.7976
548000;351.316;10.20426;0;76.7976;76.7976
549000;351.316;10.20426;0;76.7976;76.7976
550000;351.316;10.20426;0;76.7976;76.7976
551000;351.316;10.34671;0;76.7976;76.7976
552000;351.316;10.34671;0;76.7976;76.7976
553001;351.316;10.34671;0;76.7976;76.7976
554000;351.316;10.34671;0;76.7976;76.7976
555000;351.316;10.34671;0;76.7976;76.9296
556000;351.316;10.34671;0;76.9296;76.9296
